codigo,descripcion,unidad,Saldoin-Cantidad,Saldoin-Valor,ent-Cantidad,ent-Valor,sal-Cantidad,sal-Valor,sadout-Cantidad,saldout-Valor,SUB-CATEGORIA,tipo,estado_mat,descripcion_material,titulo,color,color_id
07-26-05,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
07-26-07,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
07-26-08,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
07-26-09,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,C. AMARILLO,6004
07-26-11,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
07-26-14,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
07-26-17,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-19,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
07-26-21,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,VERDE MEDIO,4029
07-26-23,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
07-26-25,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
07-26-28,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CARTON AMARILLO,6004
07-26-29,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,BEIGUE HUESO,6003
07-26-32,,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18,CONFITE,2008
07-26-34,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6026
07-26-36,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,AVIACION,7042
07-26-39,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,SANDIA,3023
07-26-41,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,LADRILLO,1014
07-26-44,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-45,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-48,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,SALMON,3003
07-26-50,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CANARIO OSC.,0035
07-26-51,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
07-26-54,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,VERDE MEDIO,4029
07-26-56,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CICLAN,2004
07-26-57,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,ROJO SANDIA,3023
07-26-58,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GUINDO POT.,3035
07-26-61,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
07-26-63,,KILOS,0.0,0.0,193.5,193.5,193.5,193.5,0.0,0.0,2/18,HB,,,2/18,VERDE MEDIO,4029
07-26-64,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-66,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-68,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
07-26-70,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
07-26-74,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
07-26-76,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CLAVEL CLARO,3055
07-26-79,,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
07-26-81,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
07-26-83,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
07-26-85,,KILOS,0.0,0.0,202.52,202.5,202.5,202.48,0.02,0.02,2/18,HB,,,2/18,ROJO,3006
07-26-86,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
08-25-25,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2/18,HB,,,2/18,LILA OCRE,7020
08-26-05,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
08-26-08,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
08-26-10,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,CONFITE,2008
08-26-13,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
08-26-15,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4022
08-26-19,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6007
08-26-20,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4008
08-26-22,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
08-26-23,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,LADRILLO,1005
08-26-25,,KILOS,0.0,0.0,198.5,198.5,198.0,198.0,0.5,0.5,2/18,HB,,,2/18,VERDE BOTELLA,4011
08-26-28,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,V. BANDERA,4010
08-26-30,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
08-26-33,,KILOS,0.0,0.0,201.5,201.5,0.0,0.0,201.5,201.5,2/18,HB,,,2/18,VICUÑA,6007
08-26-37,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
08-26-39,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
08-26-40,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
08-26-42,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
08-26-45,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BOTELLA,4011
08-26-52,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6012
08-26-54,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6026
08-26-58,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE PACAY,4035
08-26-60,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4055
08-26-61,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
08-26-62,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
08-26-65,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,CARTON AM.,6004
08-26-66,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
08-26-69,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO CLARO,7098
08-26-70,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,ESMERALDA,4013
08-26-72,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CICLAN OSC.,2005
08-26-74,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3039
08-26-76,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3009
08-26-80,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
08-26-81,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NARANJA,1023
09-26-01,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
09-26-04,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
09-26-05,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
09-26-10,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
09-26-12,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CARTON AM.,6004
09-26-14,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
09-26-16,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
09-26-20,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
09-26-22,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
09-26-25,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
09-26-30,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
09-26-31,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
09-26-32,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
09-26-33,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,BEIGE HUESO,6003
09-26-41,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6026
09-26-48,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
09-26-49,,KILOS,0.0,0.0,201.5,201.5,0.0,0.0,201.5,201.5,2/18,HB,,,2/18,CONFITE,2008
09-26-51,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,AM. ORO,0016
09-26-53,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
09-26-54,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
09-26-58,,KILOS,0.0,0.0,202.0,202.0,201.0,201.0,1.0,1.0,2/18,HB,,,2/18,VERDE COCA,4036
09-26-60,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
09-26-62,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
09-26-64,,KILOS,0.0,0.0,203.0,203.0,0.0,0.0,203.0,203.0,2/18,HB,,,2/18,CONFITE,2008
09-26-65,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CICLAN OSC.,2005
09-26-66,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4008
09-26-72,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,ROJO SANDIA,3023
09-26-76,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,"AZUL, PETROLEO",7009
09-26-77,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL MARINO,7013
09-32-26-01,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-02,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-03,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-04,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-05,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-06,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-07,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-08,,KILOS,0.0,0.0,192.0,192.0,192.0,192.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-09,,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-11,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-12,,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-14,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-15,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-17,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-18,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-19,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,GRISS,402
09-32-26-20,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,GRISS,402
10-26-05,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GUINDO,3027
10-26-06,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
10-26-12,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,AVIACION,7042
10-26-14,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,PLOMO PLATA,7009
10-26-19,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,PLOMO OSC.,8011
10-26-21,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
10-26-29,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,INTOCABLE,1016
10-26-34,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4007
10-26-42,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,SALMON,3003
10-26-47,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CLAVEL,3034
10-26-51,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,SALMON,3003
10-26-58,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,AMARILLO LIMON,0024
10-26-62,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
10-26-64,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
10-26-65,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,LILA BAJO,7018
10-26-67,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
10-26-70,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
10-26-75,,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,2/18,HB,,,2/18,CELESTE,7054
11-26-05,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,LILA BAJO,7018
11-26-10,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
11-26-15,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,MAIZ,6005
11-26-16,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3009
11-26-17,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
11-26-19,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4034
11-26-20,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
11-26-22,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,VERDE BB,4001
11-26-24,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
11-26-25,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
11-26-29,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,CARTON AMARILLO,6004
11-26-31,,KILOS,0.0,0.0,216.0,216.0,216.0,216.0,0.0,0.0,2/18,HB,,,2/18,LADRILLO,1014
11-26-36,,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
11-26-38,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL MARINO,7013
11-26-40,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,MORADO,7044
11-26-44,,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
11-26-46,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
11-26-48,,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18,GUINDO POT.,3035
11-26-50,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,VERDE,4073
11-26-54,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CLAVEL,3034
11-26-59,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,AM. LIMON,0024
11-26-61,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
11-26-63,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
11-26-65,,KILOS,0.0,0.0,213.0,213.0,213.0,213.0,0.0,0.0,2/18,HB,,,2/18,CICLAN,2004
11-26-66,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
11-26-67,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
11-26-72,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4013
11-26-74,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CELESTE,7004
11-26-78,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,SANDIA,3004
11-26-80,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
11-26-81,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3009
12-26-01,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
12-26-07,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,AM. ORO,0016
12-26-11,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
12-26-14,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
12-26-22,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3017
12-26-23,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3010
12-26-24,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,API,7033
12-26-29,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,SALMON,3030
12-26-36,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,NARANJA,1013
12-26-40,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,BEIGE OSC.,6021
12-26-41,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,BEIGE HUESO,6003
12-26-45,,KILOS,0.0,0.0,201.5,201.5,201.0,201.0,0.5,0.5,2/18,HB,,,2/18,VICUÑA,6026
12-26-46,,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
12-26-47,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
12-26-51,,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
12-26-52,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
12-26-53,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,AMARILLO ORO,0024
12-26-54,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
12-26-56,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4007
12-26-60,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VERDE BOTELLA,4011
12-26-62,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,SALMON,3003
12-26-65,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4008
12-26-68,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
12-26-71,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VERDE COCA,4036
12-26-76,,KILOS,0.0,0.0,210.0,210.0,210.0,210.0,0.0,0.0,2/18,HB,,,2/18,CICLAN BAJO,2011
12-26-77,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
12-26-82,,KILOS,0.0,0.0,210.0,210.0,210.0,210.0,0.0,0.0,2/18,HB,,,2/18,LILA,7043
12-26-83,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
13-26-01,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GUINDO,3027
13-26-02,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6026
13-26-06,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,BEIGE HUESO,6003
13-26-07,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
13-26-11,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
13-26-12,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,CARTON AM.,6004
13-26-14,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
13-26-17,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
